CustomerID,RecencyDays,Frequency,Monetary,FirstPurchase,LastPurchase,R_Score,F_Score,M_Score,RFM_Score,Segment,AvgMonthlyRevenue
12856,8,6,2179.93,2011-10-07 12:38:00,2011-12-02 10:52:00,5,4,4,544,Champions,1189.0527272727272
12857,211,6,3688.0,2010-01-25 15:37:00,2011-05-13 10:20:00,2,4,5,245,At Risk (High Value),234.40677966101697
12858,383,1,177.92,2010-11-21 12:55:00,2010-11-21 12:55:00,2,1,1,211,Hibernating,177.92
12859,459,1,575.1,2010-09-07 12:20:00,2010-09-07 12:20:00,1,1,2,112,Hibernating,575.1
12860,693,1,55.47,2010-01-15 15:22:00,2010-01-15 15:22:00,1,1,1,111,Hibernating,55.47
12861,620,1,68.25,2010-03-30 11:39:00,2010-03-30 11:39:00,1,1,1,111,Hibernating,68.25
12862,426,2,1008.3199999999999,2010-08-01 15:20:00,2010-10-10 11:47:00,1,2,3,123,Hibernating,438.40000000000003
12863,52,6,2792.5499999999997,2010-04-29 13:54:00,2011-10-18 14:15:00,4,4,4,444,Champions,156.00837988826817
12864,138,2,299.57,2010-07-19 17:22:00,2011-07-24 13:03:00,3,2,2,322,Regular,24.355284552845525
12865,26,4,3323.47,2010-08-20 12:20:00,2011-11-13 14:31:00,4,3,5,435,Loyal,221.56466666666665
12866,283,3,1227.35,2010-07-25 11:37:00,2011-03-01 14:11:00,2,3,3,233,At Risk (High Value),168.13013698630135
12867,26,13,7913.29,2009-12-16 16:25:00,2011-11-13 15:30:00,4,5,5,455,Champions,341.09008620689656
12868,186,8,2247.06,2010-11-12 10:05:00,2011-06-07 10:42:00,3,4,4,344,Regular,325.66086956521735
12869,682,1,337.66999999999996,2010-01-27 12:10:00,2010-01-27 12:10:00,1,1,2,112,Hibernating,337.66999999999996
12870,375,3,1676.95,2010-03-25 14:32:00,2010-11-29 13:42:00,2,3,4,234,At Risk (High Value),202.85685483870967
12871,84,3,744.02,2010-09-26 10:34:00,2011-09-16 15:07:00,3,3,3,333,Regular,62.87492957746478
12872,327,12,3685.4900000000002,2009-12-03 20:03:00,2011-01-17 10:52:00,2,5,5,255,At Risk (High Value),270.3293398533008
12873,282,3,2027.3,2010-01-27 09:50:00,2011-03-02 14:58:00,2,3,4,234,At Risk (High Value),152.42857142857142
12874,385,2,948.42,2010-06-03 12:51:00,2010-11-19 15:23:00,2,2,3,223,Hibernating,168.3585798816568
12875,143,5,1356.99,2010-01-11 12:37:00,2011-07-19 15:30:00,3,4,4,344,Regular,73.4832129963899
12876,58,4,4081.79,2010-04-28 13:26:00,2011-10-13 12:26:00,4,3,5,435,Loyal,230.17612781954887
12877,4,20,2955.17,2010-01-18 10:23:00,2011-12-06 10:30:00,5,5,4,554,Champions,129.0467248908297
12878,236,2,854.99,2011-03-18 14:02:00,2011-04-17 13:07:00,2,2,3,223,Hibernating,854.99
12879,45,3,573.22,2011-09-09 12:11:00,2011-10-26 12:24:00,4,3,2,432,Regular,365.88510638297873
12880,382,2,640.13,2010-05-14 11:57:00,2010-11-23 10:50:00,2,2,3,223,Hibernating,100.02031249999999
12881,276,1,298.0,2011-03-09 11:44:00,2011-03-09 11:44:00,2,1,2,212,Hibernating,298.0
12882,9,2,1463.04,2011-11-06 11:22:00,2011-11-30 16:18:00,5,2,4,524,New/Promising,1463.04
12883,25,4,703.47,2011-09-11 15:18:00,2011-11-15 09:32:00,4,3,3,433,Loyal,329.75156250000003
12884,88,1,309.05,2011-09-12 13:10:00,2011-09-12 13:10:00,3,1,2,312,Regular,309.05
12885,63,3,1175.22,2011-08-08 11:45:00,2011-10-07 13:40:00,3,3,3,333,Regular,587.61
12886,68,2,1378.4,2011-05-04 11:21:00,2011-10-03 10:09:00,3,2,4,324,Regular,273.8543046357616
12887,384,1,222.4,2010-11-21 11:18:00,2010-11-21 11:18:00,2,1,1,211,Hibernating,222.4
12888,214,2,354.12,2011-03-29 14:31:00,2011-05-09 16:02:00,2,2,2,222,Hibernating,259.11219512195123
12889,381,4,385.46000000000004,2010-07-25 14:32:00,2010-11-23 16:08:00,2,3,2,232,Regular,95.56859504132233
12890,24,2,717.27,2010-11-17 14:05:00,2011-11-15 17:26:00,4,2,3,423,New/Promising,59.27851239669422
12891,186,11,840.5,2010-02-18 14:32:00,2011-06-07 12:31:00,3,5,3,353,Regular,53.30866807610993
12892,397,1,263.38,2010-11-08 09:51:00,2010-11-08 09:51:00,2,1,1,211,Hibernating,263.38
12893,31,1,188.14,2011-11-09 12:34:00,2011-11-09 12:34:00,4,1,1,411,New/Promising,188.14
12894,575,1,157.35,2010-05-13 14:47:00,2010-05-13 14:47:00,1,1,1,111,Hibernating,157.35
12895,42,2,372.8,2011-09-14 08:35:00,2011-10-28 13:51:00,4,2,2,422,New/Promising,254.18181818181822
12897,205,4,514.25,2010-06-14 11:58:00,2011-05-19 12:13:00,2,3,2,232,Regular,45.50884955752212
12898,464,2,310.96000000000004,2010-02-18 12:36:00,2010-09-02 08:08:00,1,2,2,122,Hibernating,47.84
12899,414,1,366.4,2010-10-22 09:53:00,2010-10-22 09:53:00,1,1,2,112,Hibernating,366.4
12900,422,1,340.33,2010-10-13 15:17:00,2010-10-13 15:17:00,1,1,2,112,Hibernating,340.33
12901,9,28,17654.54,2011-03-14 10:41:00,2011-12-01 10:07:00,5,5,5,555,Champions,2029.2574712643682
12902,265,1,138.68,2011-03-20 12:06:00,2011-03-20 12:06:00,2,1,1,211,Hibernating,138.68
12903,429,1,833.53,2010-10-07 12:39:00,2010-10-07 12:39:00,1,1,3,113,Hibernating,833.53
12904,18,2,509.58,2011-06-20 13:18:00,2011-11-21 14:34:00,5,2,2,522,New/Promising,99.26883116883116
12905,577,2,1018.42,2010-01-26 14:06:00,2010-05-12 10:05:00,1,2,3,123,Hibernating,290.97714285714284
12906,12,5,2919.81,2011-09-22 15:03:00,2011-11-28 09:55:00,5,4,4,544,Champions,1327.1863636363635
12907,396,2,508.91,2010-08-02 14:33:00,2010-11-09 12:08:00,2,2,2,222,Hibernating,155.7887755102041
12908,176,5,1776.0,2010-03-19 15:59:00,2011-06-16 15:39:00,3,4,4,344,Regular,117.6158940397351
12909,40,8,3103.19,2010-02-24 12:14:00,2011-10-31 12:43:00,4,4,5,445,Champions,151.62166123778502
12910,23,13,5796.52,2010-03-28 13:10:00,2011-11-16 14:28:00,4,5,5,455,Champions,290.7953177257525
12911,552,1,1680.47,2010-06-06 12:13:00,2010-06-06 12:13:00,1,1,4,114,Hibernating,1680.47
12912,3,5,1662.3,2011-10-30 11:35:00,2011-12-07 08:55:00,5,4,4,544,Champions,1347.8108108108106
12913,5,13,6700.860000000001,2009-12-01 12:18:00,2011-12-05 12:11:00,5,5,5,555,Champions,274.25075034106413
12914,401,1,223.98,2010-11-04 12:28:00,2010-11-04 12:28:00,2,1,1,211,Hibernating,223.98
12915,149,4,1174.75,2010-04-29 19:36:00,2011-07-14 11:34:00,3,3,3,333,Regular,80.0965909090909
12916,139,7,4654.0199999999995,2010-01-24 11:26:00,2011-07-24 10:35:00,3,4,5,345,Regular,256.18458715596324
12917,128,6,4359.2,2009-12-09 14:22:00,2011-08-03 16:42:00,3,4,5,345,Regular,217.2358803986711
12918,626,1,10953.5,2010-03-23 15:22:00,2010-03-23 15:22:00,1,1,5,115,Hibernating,10953.5
12919,8,6,1335.19,2011-06-23 09:22:00,2011-12-01 13:47:00,5,4,4,544,Champions,248.79316770186338
12920,17,4,488.09000000000003,2009-12-14 15:58:00,2011-11-22 15:05:00,5,3,2,532,Regular,20.711032531824614
12921,9,74,35921.04,2009-12-01 13:43:00,2011-11-30 16:22:00,5,5,5,555,Champions,1478.232098765432
12922,161,1,405.38,2011-07-01 15:35:00,2011-07-01 15:35:00,3,1,2,312,Regular,405.38
12923,64,3,789.87,2010-05-13 14:55:00,2011-10-06 16:20:00,3,3,3,333,Regular,46.37201565557729
12924,88,12,2469.4,2009-12-09 12:40:00,2011-09-12 13:55:00,3,5,4,354,Regular,115.392523364486
12925,5,3,729.3299999999999,2010-04-26 10:32:00,2011-12-05 11:11:00,5,3,3,533,Loyal,37.21071428571428
12926,411,4,1548.46,2009-12-14 14:35:00,2010-10-24 15:57:00,1,3,4,134,At Risk (High Value),147.94203821656052
12927,395,1,197.31,2010-11-10 10:02:00,2010-11-10 10:02:00,2,1,1,211,Hibernating,197.31
12928,35,12,4304.89,2010-06-08 10:16:00,2011-11-04 14:24:00,4,5,5,455,Champions,251.2581712062257
12929,312,1,117.85,2011-02-01 12:08:00,2011-02-01 12:08:00,2,1,1,211,Hibernating,117.85
12930,78,2,415.8,2011-06-21 13:25:00,2011-09-22 15:18:00,3,2,2,322,Regular,134.1290322580645
12931,22,57,92347.34,2009-12-01 11:46:00,2011-11-18 12:39:00,4,5,5,455,Champions,3863.905439330544
12932,539,8,1698.56,2010-02-10 08:46:00,2010-06-18 14:22:00,1,4,4,144,At Risk (High Value),398.09999999999997
12933,24,8,1687.03,2009-12-10 16:39:00,2011-11-15 16:38:00,4,4,4,444,Champions,71.89048295454546
12934,737,1,181.65,2009-12-03 10:51:00,2009-12-03 10:51:00,1,1,1,111,Hibernating,181.65
12935,2,15,4243.86,2010-04-11 15:59:00,2011-12-07 17:25:00,5,5,5,555,Champions,210.4393388429752
12936,17,4,1063.9,2011-09-22 13:51:00,2011-11-22 17:32:00,5,3,3,533,Loyal,523.2295081967214
12937,15,9,3097.61,2009-12-03 15:43:00,2011-11-24 15:05:00,5,5,5,555,Champions,129.06708333333333
12938,26,1,114.14,2011-11-14 11:21:00,2011-11-14 11:21:00,4,1,1,411,New/Promising,114.14
12939,64,20,25264.8,2010-01-12 11:27:00,2011-10-06 14:33:00,3,5,5,355,Regular,1199.2784810126582
12940,55,2,913.54,2011-09-13 10:16:00,2011-10-16 12:09:00,4,2,3,423,New/Promising,830.490909090909
12941,724,1,377.49,2009-12-15 13:12:00,2009-12-15 13:12:00,1,1,2,112,Hibernating,377.49
12942,131,3,942.65,2010-12-09 09:34:00,2011-07-31 14:39:00,3,3,3,333,Regular,120.8525641025641
12943,558,2,496.5,2010-04-13 11:03:00,2010-05-30 13:52:00,1,2,2,122,Hibernating,316.9148936170213
12944,36,2,604.51,2010-12-20 10:41:00,2011-11-04 11:04:00,4,2,2,422,New/Promising,56.850470219435735
12945,288,2,900.11,2010-02-21 15:18:00,2011-02-24 14:15:00,2,2,3,223,Hibernating,73.57847411444142
12946,437,1,324.45,2010-09-29 10:14:00,2010-09-29 10:14:00,1,1,2,112,Hibernating,324.45
12947,144,6,1908.03,2010-12-01 16:21:00,2011-07-19 10:06:00,3,4,4,344,Regular,249.9602620087336
12948,16,9,2317.43,2009-12-02 12:28:00,2011-11-23 17:10:00,5,5,4,554,Champions,96.42565880721219
12949,31,22,15526.7,2009-12-03 15:56:00,2011-11-09 11:25:00,4,5,5,455,Champions,660.7106382978724
12950,2,3,1843.0,2011-11-15 13:48:00,2011-12-07 13:17:00,5,3,4,534,Loyal,1843.0
12951,9,15,3213.7200000000003,2010-01-10 12:43:00,2011-12-01 12:14:00,5,5,5,555,Champions,139.92975326560233
12952,6,4,1387.79,2011-09-22 16:37:00,2011-12-04 10:35:00,5,3,4,534,Loyal,578.2458333333334
12953,10,2,828.8100000000001,2010-07-05 13:37:00,2011-11-30 09:24:00,5,2,3,523,New/Promising,48.563085937500006
12954,639,1,162.45,2010-03-11 10:16:00,2010-03-11 10:16:00,1,1,1,111,Hibernating,162.45
12955,1,11,4757.16,2011-03-17 09:03:00,2011-12-08 16:29:00,5,5,5,555,Champions,536.5218045112781
12956,306,4,521.89,2009-12-15 19:03:00,2011-02-06 16:08:00,2,3,2,232,Regular,37.54604316546762
12957,10,13,8706.97,2009-12-11 12:01:00,2011-11-30 09:53:00,5,5,5,555,Champions,363.8009749303621
12958,400,2,539.49,2010-05-05 16:22:00,2010-11-04 16:16:00,2,2,2,222,Hibernating,88.92692307692309
12959,484,1,150.95,2010-08-12 17:20:00,2010-08-12 17:20:00,1,1,1,111,Hibernating,150.95
12960,414,4,1322.07,2010-02-16 13:32:00,2010-10-22 09:31:00,1,3,4,134,At Risk (High Value),160.5753036437247
12961,379,1,211.99,2010-11-25 16:44:00,2010-11-25 16:44:00,2,1,1,211,Hibernating,211.99
12962,7,2,266.39,2011-08-18 13:38:00,2011-12-02 15:55:00,5,2,1,521,New/Promising,75.39339622641509
12963,8,12,3601.59,2010-07-08 14:45:00,2011-12-01 12:55:00,5,5,5,555,Champions,211.85823529411766
12964,437,1,132.24,2010-09-28 17:47:00,2010-09-28 17:47:00,1,1,1,111,Hibernating,132.24
12965,89,1,771.91,2011-09-11 15:31:00,2011-09-11 15:31:00,3,1,3,313,Regular,771.91
12966,10,1,160.18,2011-11-30 12:38:00,2011-11-30 12:38:00,5,1,1,511,New/Promising,160.18
12967,358,3,4306.92,2010-11-21 11:03:00,2010-12-16 19:10:00,2,3,5,235,At Risk (High Value),4306.92
12968,112,1,135.95,2011-08-19 15:44:00,2011-08-19 15:44:00,3,1,1,311,Regular,135.95
12969,603,1,122.45,2010-04-16 10:50:00,2010-04-16 10:50:00,1,1,1,111,Hibernating,122.45
12970,7,10,1524.97,2009-12-04 14:19:00,2011-12-02 14:30:00,5,5,4,554,Champions,62.84217032967033
12971,4,116,15972.79,2009-12-15 19:04:00,2011-12-06 12:20:00,5,5,5,555,Champions,665.5329166666667
12972,414,4,1161.2,2010-02-16 14:30:00,2010-10-22 08:41:00,1,3,3,133,At Risk (High Value),141.03643724696357
12973,414,1,385.55,2010-10-22 10:14:00,2010-10-22 10:14:00,1,1,2,112,Hibernating,385.55
12974,198,2,408.95,2010-05-23 11:45:00,2011-05-26 09:33:00,2,2,2,222,Hibernating,33.4291553133515
12975,437,6,2100.09,2009-12-06 10:38:00,2010-09-29 09:46:00,1,4,4,144,At Risk (High Value),212.84695945945947
12976,212,8,3156.38,2010-02-12 15:46:00,2011-05-12 09:55:00,2,4,5,245,At Risk (High Value),209.0317880794702
12977,156,4,517.63,2010-07-16 16:25:00,2011-07-06 16:40:00,3,3,2,332,Regular,43.743380281690136
12978,385,5,2502.82,2009-12-10 12:10:00,2010-11-19 14:29:00,2,4,4,244,At Risk (High Value),218.26918604651163
12979,729,1,517.7,2009-12-10 15:45:00,2009-12-10 15:45:00,1,1,2,112,Hibernating,517.7
12980,158,21,16245.78,2009-12-02 11:26:00,2011-07-05 09:34:00,3,5,5,355,Regular,841.7502590673575
12981,30,2,372.21999999999997,2011-07-29 14:14:00,2011-11-10 12:00:00,4,2,2,422,New/Promising,108.41359223300971
12982,243,8,2744.81,2010-04-12 13:50:00,2011-04-11 11:51:00,2,4,4,244,At Risk (High Value),226.84380165289255
12983,598,1,490.08000000000004,2010-04-20 12:58:00,2010-04-20 12:58:00,1,1,2,112,Hibernating,490.08000000000004
12984,19,1,97.5,2011-11-21 12:37:00,2011-11-21 12:37:00,5,1,1,511,New/Promising,97.5
12985,1,2,1239.38,2011-11-11 12:44:00,2011-12-09 10:46:00,5,2,3,523,New/Promising,1239.38
12986,429,10,2729.84,2010-01-21 10:45:00,2010-10-07 11:57:00,1,5,4,154,At Risk (High Value),316.1976833976834
12987,74,5,1312.21,2010-01-20 09:57:00,2011-09-27 12:03:00,3,4,4,344,Regular,64.01024390243903
12988,292,1,535.32,2011-02-20 14:31:00,2011-02-20 14:31:00,2,1,2,212,Hibernating,535.32
12989,3,33,13551.75,2009-12-10 13:27:00,2011-12-06 15:28:00,5,5,5,555,Champions,559.9896694214876
12990,31,7,955.5,2010-03-30 11:36:00,2011-11-08 13:01:00,4,4,3,443,Loyal,48.75
12991,23,3,764.82,2010-11-15 13:43:00,2011-11-16 15:34:00,4,3,3,433,Loyal,62.69016393442624
12992,725,1,93.35000000000001,2009-12-14 16:46:00,2009-12-14 16:46:00,1,1,1,111,Hibernating,93.35000000000001
12993,23,8,1259.6299999999999,2010-02-18 10:35:00,2011-11-16 15:49:00,4,4,4,444,Champions,59.41650943396226
12994,4,3,974.4200000000001,2011-03-16 08:31:00,2011-12-05 15:43:00,5,3,3,533,Loyal,110.72954545454546
12995,85,1,211.32,2011-09-15 15:44:00,2011-09-15 15:44:00,3,1,1,311,Regular,211.32
12996,376,1,355.5,2010-11-29 09:27:00,2010-11-29 09:27:00,2,1,2,212,Hibernating,355.5
12997,22,8,2110.91,2010-04-06 11:06:00,2011-11-17 15:47:00,4,4,4,444,Champions,107.33440677966101
12998,493,3,920.08,2010-02-24 11:55:00,2010-08-04 08:05:00,1,3,3,133,At Risk (High Value),172.51500000000001
12999,196,3,455.88,2011-04-08 10:26:00,2011-05-27 13:24:00,2,3,2,232,Regular,279.1102040816327
13000,107,4,1032.5,2009-12-14 17:03:00,2011-08-25 10:43:00,3,3,3,333,Regular,50.12135922330097
13001,4,33,24172.100000000002,2009-12-03 16:21:00,2011-12-05 14:51:00,5,5,5,555,Champions,992.015047879617
13002,318,3,414.13,2010-10-01 11:58:00,2011-01-25 15:18:00,2,3,2,232,Regular,107.10258620689655
13003,106,3,149.05,2011-05-09 08:23:00,2011-08-26 10:50:00,3,3,1,331,Regular,41.022935779816514
13004,12,36,11650.85,2009-12-15 09:44:00,2011-11-28 11:27:00,5,5,5,555,Champions,490.21809256661993
13005,174,4,999.68,2010-09-08 12:52:00,2011-06-19 10:53:00,3,3,3,333,Regular,105.97314487632508
13006,56,1,81.57,2011-10-14 13:49:00,2011-10-14 13:49:00,4,1,1,411,New/Promising,81.57
13007,580,1,175.25,2010-05-09 10:38:00,2010-05-09 10:38:00,1,1,1,111,Hibernating,175.25
13008,323,3,612.13,2009-12-16 16:07:00,2011-01-20 14:24:00,2,3,2,232,Regular,46.02481203007518
13009,673,1,234.0,2010-02-05 12:22:00,2010-02-05 12:22:00,1,1,1,111,Hibernating,234.0
13010,374,2,330.12,2010-03-01 11:28:00,2010-11-30 15:09:00,2,2,2,222,Hibernating,36.144525547445255
13011,372,1,101.10000000000001,2010-12-02 17:22:00,2010-12-02 17:22:00,2,1,1,211,Hibernating,101.10000000000001
13012,9,11,2972.83,2010-04-26 14:14:00,2011-11-30 13:05:00,5,5,5,555,Champions,153.23865979381443
13013,1,29,12625.77,2009-12-14 10:34:00,2011-12-08 15:01:00,5,5,5,555,Champions,523.1672651933702
13014,11,11,5381.08,2010-10-03 11:35:00,2011-11-29 12:27:00,5,5,5,555,Champions,382.54123222748814
13015,53,11,6586.42,2010-04-15 16:35:00,2011-10-17 13:19:00,4,5,5,455,Champions,359.9136612021858
13016,73,3,789.89,2011-08-08 15:00:00,2011-09-27 14:08:00,3,3,3,333,Regular,483.6061224489796
13017,7,1,204.0,2011-12-02 15:53:00,2011-12-02 15:53:00,5,1,1,511,New/Promising,204.0
13018,16,35,9763.16,2010-03-01 12:34:00,2011-11-23 13:28:00,5,5,5,555,Champions,463.44113924050635
13019,379,6,1229.95,2009-12-06 15:40:00,2010-11-25 14:56:00,2,4,3,243,At Risk (High Value),104.52832861189802
13020,563,2,618.96,2010-02-18 10:35:00,2010-05-26 11:12:00,1,2,3,123,Hibernating,191.43092783505156
13021,4,17,4887.24,2009-12-05 12:02:00,2011-12-05 16:37:00,5,5,5,555,Champions,200.8454794520548
13022,430,1,65.3,2010-10-06 10:50:00,2010-10-06 10:50:00,1,1,1,111,Hibernating,65.3
13023,64,3,1449.03,2010-06-29 09:51:00,2011-10-06 16:27:00,3,3,4,334,Regular,93.68728448275861
13024,471,2,555.87,2010-05-06 14:25:00,2010-08-26 09:42:00,1,2,2,122,Hibernating,150.23513513513512
13025,732,1,323.39,2009-12-08 10:02:00,2009-12-08 10:02:00,1,1,2,112,Hibernating,323.39
13026,1,9,1733.08,2009-12-13 11:34:00,2011-12-08 16:58:00,5,5,4,554,Champions,71.71365517241378
13027,114,19,17335.2,2010-01-20 10:41:00,2011-08-18 09:39:00,3,5,5,355,Regular,906.020905923345
13028,23,2,661.3199999999999,2011-10-25 14:09:00,2011-11-17 11:10:00,4,2,3,423,New/Promising,661.3199999999999
13029,31,5,1927.3,2010-07-04 13:46:00,2011-11-09 09:13:00,4,4,4,444,Champions,117.51829268292684
13030,11,2,1227.22,2010-12-06 14:31:00,2011-11-28 14:30:00,5,2,3,523,New/Promising,103.41741573033708
13031,407,5,3419.27,2010-06-03 14:57:00,2010-10-28 15:34:00,2,4,5,245,At Risk (High Value),697.8102040816326
13032,52,9,2843.55,2010-09-05 14:01:00,2011-10-18 15:54:00,4,5,4,454,Champions,209.08455882352942
13033,357,2,220.55,2010-10-06 09:37:00,2010-12-17 14:23:00,2,2,1,221,Hibernating,91.89583333333334
13034,55,3,922.68,2010-11-03 15:22:00,2011-10-16 12:21:00,4,3,3,433,Loyal,80.00115606936416
13035,74,3,1364.2,2010-10-04 15:41:00,2011-09-27 08:57:00,3,3,4,334,Regular,114.63865546218487
13036,685,1,307.1,2010-01-24 11:35:00,2010-01-24 11:35:00,1,1,2,112,Hibernating,307.1
13037,138,12,3914.9500000000003,2009-12-03 17:04:00,2011-07-24 15:46:00,3,5,5,355,Regular,196.7311557788945
13038,80,3,908.46,2011-02-22 11:43:00,2011-09-20 14:37:00,3,3,3,333,Regular,129.78
13039,584,4,1010.73,2009-12-17 16:43:00,2010-05-04 16:45:00,1,3,3,133,At Risk (High Value),219.7239130434783
13040,9,2,676.99,2011-11-06 13:53:00,2011-12-01 10:38:00,5,2,3,523,New/Promising,676.99
13041,451,4,799.13,2010-04-29 08:43:00,2010-09-15 11:44:00,1,3,3,133,At Risk (High Value),172.47410071942446
13042,598,3,1556.54,2009-12-07 15:42:00,2010-04-20 13:43:00,1,3,4,134,At Risk (High Value),351.09924812030073
13043,273,1,516.42,2011-03-11 14:52:00,2011-03-11 14:52:00,2,1,2,212,Hibernating,516.42
13044,291,11,4853.9,2010-01-08 14:46:00,2011-02-21 15:20:00,2,5,5,255,At Risk (High Value),356.03178484107576
13045,99,3,808.92,2010-08-10 13:02:00,2011-09-01 15:04:00,3,3,3,333,Regular,62.70697674418604
13046,31,3,949.25,2010-09-09 13:09:00,2011-11-09 08:36:00,4,3,3,433,Loyal,67.00588235294119
13047,32,24,8795.16,2009-12-16 11:43:00,2011-11-08 12:06:00,4,5,5,455,Champions,381.293063583815
13048,14,9,4084.21,2010-01-27 12:55:00,2011-11-25 13:23:00,5,5,5,555,Champions,183.69760119940028
13049,64,4,1408.24,2010-11-03 15:39:00,2011-10-06 15:31:00,3,3,4,334,Regular,125.7357142857143
13050,15,35,12344.53,2009-12-15 15:06:00,2011-11-25 09:18:00,5,5,5,555,Champions,522.3355430183357
13051,579,2,155.8,2010-03-30 11:11:00,2010-05-10 09:14:00,1,2,1,121,Hibernating,116.85000000000001
13052,212,7,3168.53,2010-02-23 12:31:00,2011-05-11 14:12:00,2,4,5,245,At Risk (High Value),215.0585972850679
13053,622,1,127.65,2010-03-28 11:28:00,2010-03-28 11:28:00,1,1,1,111,Hibernating,127.65
13055,78,4,2321.11,2010-10-06 08:17:00,2011-09-22 14:26:00,3,3,4,334,Regular,198.3854700854701
13056,551,1,209.48,2010-06-06 14:10:00,2010-06-06 14:10:00,1,1,1,111,Hibernating,209.48
13057,530,3,722.09,2010-03-18 12:14:00,2010-06-27 15:44:00,1,3,3,133,At Risk (High Value),214.4821782178218
13058,25,3,271.40000000000003,2011-07-11 12:01:00,2011-11-15 12:43:00,4,3,1,431,Regular,64.11023622047244
13059,250,10,2303.17,2010-03-31 12:23:00,2011-04-04 10:40:00,2,5,4,254,At Risk (High Value),187.75842391304346
13060,254,1,307.53,2011-03-31 11:37:00,2011-03-31 11:37:00,2,1,2,212,Hibernating,307.53
13061,72,1,248.61,2011-09-28 16:04:00,2011-09-28 16:04:00,3,1,1,311,Regular,248.61
13062,191,1,346.98,2011-06-01 15:12:00,2011-06-01 15:12:00,2,1,2,212,Hibernating,346.98
13063,481,1,188.4,2010-08-16 12:27:00,2010-08-16 12:27:00,1,1,1,111,Hibernating,188.4
13064,13,6,1680.74,2010-04-27 10:08:00,2011-11-27 12:31:00,5,4,4,544,Champions,87.08497409326425
13065,373,5,1260.91,2010-06-10 11:44:00,2010-12-01 16:52:00,2,4,4,244,At Risk (High Value),217.398275862069
13066,24,2,470.8,2011-11-07 17:06:00,2011-11-15 12:57:00,4,2,2,422,New/Promising,470.8
13067,82,3,508.51,2010-09-19 13:43:00,2011-09-18 13:38:00,3,3,2,332,Regular,42.025619834710746
13068,10,2,344.0,2011-01-24 08:20:00,2011-11-29 15:00:00,5,2,2,522,New/Promising,33.398058252427184
13069,1,38,9683.13,2010-06-14 14:27:00,2011-12-09 08:39:00,5,5,5,555,Champions,535.9666051660516
13070,192,4,751.7,2009-12-07 14:44:00,2011-05-31 13:45:00,2,3,3,233,At Risk (High Value),41.83858998144713
13071,612,1,129.22,2010-04-06 13:37:00,2010-04-06 13:37:00,1,1,1,111,Hibernating,129.22
13072,267,1,177.15,2011-03-18 08:12:00,2011-03-18 08:12:00,2,1,1,211,Hibernating,177.15
13073,411,2,418.08,2010-09-28 09:27:00,2010-10-24 14:06:00,1,2,2,122,Hibernating,418.08
13074,511,4,1378.74,2009-12-16 11:46:00,2010-07-16 16:53:00,1,3,4,134,At Risk (High Value),195.10471698113207
13075,130,1,919.61,2011-08-02 10:19:00,2011-08-02 10:19:00,3,1,3,313,Regular,919.61
13076,458,1,135.4,2010-09-08 10:27:00,2010-09-08 10:27:00,1,1,1,111,Hibernating,135.4
13077,1,11,3064.67,2009-12-11 11:17:00,2011-12-08 19:24:00,5,5,5,555,Champions,126.46506189821183
13078,3,57,29532.45,2009-12-01 09:06:00,2011-12-06 15:36:00,5,5,5,555,Champions,1205.4061224489797
13079,4,6,419.18,2010-10-18 14:15:00,2011-12-05 16:53:00,5,4,2,542,Regular,30.448910411622276
13080,179,4,280.73,2010-04-09 13:07:00,2011-06-13 14:59:00,3,3,1,331,Regular,19.585813953488373
13081,12,28,59205.15,2009-12-08 13:58:00,2011-11-28 10:54:00,5,5,5,555,Champions,2470.3122392211408
13082,126,21,7335.75,2009-12-22 15:37:00,2011-08-05 16:16:00,3,5,5,355,Regular,372.3730964467005
13083,4,3,395.43,2010-10-10 13:38:00,2011-12-05 15:01:00,5,3,2,532,Regular,28.17790973871734
13084,492,1,122.39999999999999,2010-08-05 08:49:00,2010-08-05 08:49:00,1,1,1,111,Hibernating,122.39999999999999
13085,158,8,2433.28,2009-12-01 07:45:00,2011-07-05 12:11:00,3,4,4,344,Regular,125.64268502581756
13086,383,1,439.33000000000004,2010-11-22 10:28:00,2010-11-22 10:28:00,2,1,2,212,Hibernating,439.33000000000004
13087,726,1,313.64,2009-12-13 15:16:00,2009-12-13 15:16:00,1,1,2,112,Hibernating,313.64
13088,417,1,236.11,2010-10-18 15:35:00,2010-10-18 15:35:00,1,1,1,111,Hibernating,236.11
13089,3,203,116737.86,2009-12-02 15:44:00,2011-12-07 09:02:00,5,5,5,555,Champions,4771.302179836513
13090,9,24,14103.09,2010-08-02 13:58:00,2011-12-01 12:39:00,5,5,5,555,Champions,872.3560824742267
13091,28,3,2321.82,2009-12-10 11:50:00,2011-11-11 15:54:00,4,3,4,434,Loyal,99.36462196861626
13092,71,12,2140.28,2010-02-10 08:44:00,2011-09-30 11:18:00,3,5,4,354,Regular,107.55175879396987
13093,276,55,54943.65,2009-12-04 10:32:00,2011-03-09 12:14:00,2,5,5,255,At Risk (High Value),3583.2815217391303
13094,21,13,2433.1200000000003,2010-11-15 14:15:00,2011-11-18 14:07:00,4,5,4,454,Champions,198.89264305177116
13095,71,1,74.39999999999999,2011-09-30 12:03:00,2011-09-30 12:03:00,3,1,1,311,Regular,74.39999999999999
13096,394,1,419.70000000000005,2010-11-10 14:08:00,2010-11-10 14:08:00,2,1,2,212,Hibernating,419.70000000000005
